Date,Average_price
099/06/01,56
099/06/02,71
099/06/03,69
099/06/04,70
099/06/05,64
099/06/07,80
099/06/08,72
099/06/09,94
099/06/10,98
099/06/11,65
099/06/12,87
099/06/14,78
099/06/15,95
099/06/16,84
099/06/17,81
099/06/18,72
099/06/21,81
099/06/22,82
099/06/23,96
099/06/24,81
099/06/25,99
099/06/26,112
099/06/28,100
099/06/29,117
099/06/30,124
099/07/01,127
099/07/02,131
099/07/03,91
099/07/06,78
099/07/07,96
099/07/08,114
099/07/09,101
099/07/10,102
099/07/12,111
099/07/13,118
099/07/14,121
099/07/15,131
099/07/16,130
099/07/17,157
099/07/20,151
099/07/21,133
099/07/22,126
099/07/23,118
099/07/24,144
099/07/26,146
099/07/27,161
099/07/28,185
099/07/29,173
099/07/30,173
099/07/31,191
099/08/02,234
099/08/03,227
099/08/04,227
099/08/05,208
099/08/06,218
099/08/07,220
099/08/09,215
099/08/10,201
099/08/11,219
099/08/12,226
099/08/13,246
099/08/14,246
099/08/15,181
099/08/16,190
099/08/18,256
099/08/19,219
099/08/20,194
099/08/21,177
099/08/23,172
099/08/24,186
099/08/25,231
099/08/26,242
099/08/27,197
099/08/28,199
099/08/31,175
099/09/01,156
099/09/02,150
099/09/03,150
099/09/04,151
099/09/06,201
099/09/07,185
099/09/08,192
099/09/09,239
099/09/10,249
099/09/11,246
099/09/14,247
099/09/15,231
099/09/16,233
099/09/17,225
099/09/18,236
099/09/20,262
099/09/21,259
099/09/22,230
099/09/23,278
099/09/24,259
099/09/25,225
099/09/28,193
099/09/29,165
099/09/30,149
099/10/01,187
099/10/02,153
099/10/04,167
099/10/05,141
099/10/06,118
099/10/07,135
099/10/08,126
099/10/09,113
099/10/11,123
099/10/12,118
099/10/13,144
099/10/14,144
099/10/15,153
099/10/16,149
099/10/18,138
099/10/19,138
099/10/20,168
099/10/21,184
099/10/22,188
099/10/23,184
099/10/26,196
099/10/27,225
099/10/28,185
099/10/29,189
099/10/30,179
099/11/01,168
099/11/02,174
099/11/03,160
099/11/04,148
099/11/05,154
099/11/06,150
099/11/08,160
099/11/09,178
099/11/10,186
099/11/11,169
099/11/12,145
099/11/13,136
099/11/15,120
099/11/16,128
099/11/17,123
099/11/18,116
099/11/19,89
099/11/20,86
099/11/22,83
099/11/23,76
099/11/24,108
099/11/25,87
099/11/26,80
099/11/27,78
099/11/29,82
099/11/30,122
099/12/01,137
099/12/02,115
099/12/03,65
099/12/04,63
099/12/06,78
099/12/07,63
099/12/08,71
099/12/09,77
099/12/10,62
099/12/11,76
099/12/13,60
099/12/14,66
099/12/15,61
099/12/16,58
099/12/17,90
099/12/18,99
099/12/20,86
099/12/21,110
099/12/22,105
099/12/23,120
099/12/24,118
099/12/25,99
099/12/27,143
099/12/28,163
099/12/29,162
099/12/30,132
099/12/31,169
100/01/01,130
100/01/03,132
100/01/04,130
100/01/05,179
100/01/06,158
100/01/07,125
100/01/08,99
100/01/10,111
100/01/11,114
100/01/12,128
100/01/13,162
100/01/14,117
100/01/15,136
100/01/17,133
100/01/18,121
100/01/19,145
100/01/20,157
100/01/21,137
100/01/22,129
100/01/23,123
100/01/24,139
100/01/25,178
100/01/26,177
100/01/27,195
100/01/28,193
100/01/29,229
100/01/30,198
100/01/31,156
100/02/01,111
100/02/02,93
100/02/08,114
100/02/09,133
100/02/10,150
100/02/11,134
100/02/12,78
100/02/13,98
100/02/14,107
100/02/15,118
100/02/16,127
100/02/17,136
100/02/18,176
100/02/21,156
100/02/22,153
100/02/23,141
100/02/24,123
100/02/25,117
100/02/26,97
100/02/28,80
100/03/01,98
100/03/02,112
100/03/03,142
100/03/04,131
100/03/05,138
100/03/06,124
100/03/08,136
100/03/09,141
100/03/10,139
100/03/11,122
100/03/12,118
100/03/14,126
100/03/15,130
100/03/16,119
100/03/17,115
100/03/18,130
100/03/19,121
100/03/21,122
100/03/22,134
100/03/23,136
100/03/24,147
100/03/25,137
100/03/26,131
100/03/28,162
100/03/29,144
100/03/30,144
100/03/31,123
100/04/01,114
100/04/02,127
100/04/03,143
100/04/04,132
100/04/05,126
100/04/07,139
100/04/08,119
100/04/09,102
100/04/11,70
100/04/12,73
100/04/13,75
100/04/14,77
100/04/15,84
100/04/16,128
100/04/18,110
100/04/19,86
100/04/20,109
100/04/21,116
100/04/22,107
100/04/23,103
100/04/24,68
100/04/25,66
100/04/27,106
100/04/28,112
100/04/29,90
100/04/30,62
100/05/02,99
100/05/03,106
100/05/04,114
100/05/05,99
100/05/06,89
100/05/07,73
100/05/08,48
100/05/10,45
100/05/11,42
100/05/12,53
100/05/13,56
100/05/14,72
100/05/16,54
100/05/17,72
100/05/18,63
100/05/19,82
100/05/20,85
100/05/21,103
100/05/23,76
100/05/24,65
100/05/25,48
100/05/26,56
100/05/27,60
100/05/28,79
100/05/30,125
100/05/31,115
100/06/01,109
100/06/02,133
100/06/03,149
100/06/04,176
100/06/05,170
100/06/08,163
100/06/09,186
100/06/10,167
100/06/11,147
100/06/13,147
100/06/14,121
100/06/15,119
100/06/16,134
100/06/17,131
100/06/18,142
100/06/20,130
100/06/21,103
100/06/22,89
100/06/23,111
100/06/24,110
100/06/25,91
100/06/27,102
100/06/28,123
100/06/29,131
100/06/30,123
100/07/01,157
100/07/02,163
100/07/05,147
100/07/06,126
100/07/07,112
100/07/08,115
100/07/09,116
100/07/11,120
100/07/12,129
100/07/13,132
100/07/14,138
100/07/15,164
100/07/16,196
100/07/19,146
100/07/20,142
100/07/21,141
100/07/22,158
100/07/23,188
100/07/26,192
100/07/27,195
100/07/28,138
100/07/29,134
100/07/30,155
100/07/31,121
100/08/01,121
100/08/02,115
100/08/03,119
100/08/04,121
100/08/05,122
100/08/06,102
100/08/09,87
100/08/10,121
100/08/11,108
100/08/12,145
100/08/13,116
100/08/14,106
100/08/17,120
100/08/18,175
100/08/19,159
100/08/20,155
100/08/23,125
100/08/24,102
100/08/25,119
100/08/26,102
100/08/27,117
100/08/28,106
100/08/29,108
100/08/31,123
100/09/01,123
100/09/02,119
100/09/03,108
100/09/05,141
100/09/06,139
100/09/07,164
100/09/08,183
100/09/09,183
100/09/10,179
100/09/11,152
100/09/14,156
100/09/15,191
100/09/16,211
100/09/17,222
100/09/20,213
100/09/21,183
100/09/22,194
100/09/23,204
100/09/24,209
100/09/26,166
100/09/27,175
100/09/28,164
100/09/29,178
100/09/30,171
100/10/01,187
100/10/03,172
100/10/04,184
100/10/05,176
100/10/06,159
100/10/07,159
100/10/08,155
100/10/10,160
100/10/11,163
100/10/12,185
100/10/13,191
100/10/14,198
100/10/15,144
100/10/17,173
100/10/18,160
100/10/19,154
100/10/20,180
100/10/21,182
100/10/22,176
100/10/24,154
100/10/25,132
100/10/26,162
100/10/27,134
100/10/28,135
100/10/29,153
100/10/31,135
100/11/01,146
100/11/02,130
100/11/03,144
100/11/04,143
100/11/05,130
100/11/07,138
100/11/08,114
100/11/09,94
100/11/10,71
100/11/11,86
100/11/12,81
100/11/14,81
100/11/15,88
100/11/16,95
100/11/17,74
100/11/18,62
100/11/19,72
100/11/21,72
100/11/22,86
100/11/23,86
100/11/24,89
100/11/25,90
100/11/26,157
100/11/28,135
100/11/29,134
100/11/30,126
100/12/01,87
100/12/02,75
100/12/03,77
100/12/05,74
100/12/06,76
100/12/07,101
100/12/08,91
100/12/09,75
100/12/10,96
100/12/12,88
100/12/13,106
100/12/14,91
100/12/15,94
100/12/16,111
100/12/17,105
100/12/18,87
100/12/19,113
100/12/20,82
100/12/21,83
100/12/22,82
100/12/23,81
100/12/24,77
100/12/27,96
100/12/28,98
100/12/29,116
100/12/30,85
100/12/31,52
101/01/02,65
101/01/03,76
101/01/04,111
101/01/05,100
101/01/06,97
101/01/07,119
101/01/09,95
101/01/10,112
101/01/11,98
101/01/12,136
101/01/13,126
101/01/14,162
101/01/15,175
101/01/16,208
101/01/17,165
101/01/18,181
101/01/19,199
101/01/20,206
101/01/21,200
101/01/22,140
101/01/28,191
101/01/29,211
101/01/30,187
101/01/31,279
101/02/01,310
101/02/02,254
101/02/03,285
101/02/04,256
101/02/05,213
101/02/06,173
101/02/08,268
101/02/09,262
101/02/10,253
101/02/11,260
101/02/13,174
101/02/14,166
101/02/15,175
101/02/16,232
101/02/17,195
101/02/18,176
101/02/20,187
101/02/21,194
101/02/22,232
101/02/23,241
101/02/24,186
101/02/25,187
101/02/27,187
101/02/28,199
101/02/29,197
101/03/01,213
101/03/02,184
101/03/03,174
101/03/05,166
101/03/06,158
101/03/07,146
101/03/08,133
101/03/09,127
101/03/10,120
101/03/12,142
101/03/13,138
101/03/14,132
101/03/15,125
101/03/16,168
101/03/17,144
101/03/19,123
101/03/20,117
101/03/21,124
101/03/22,122
101/03/23,118
101/03/24,94
101/03/26,81
101/03/27,96
101/03/28,101
101/03/29,103
101/03/30,108
101/03/31,117
101/04/02,130
101/04/03,126
101/04/04,77
101/04/05,90
101/04/06,65
101/04/07,87
101/04/09,62
101/04/10,52
101/04/11,116
101/04/12,97
101/04/13,80
101/04/14,71
101/04/16,73
101/04/17,91
101/04/18,90
101/04/19,128
101/04/20,108
101/04/21,99
101/04/23,105
101/04/24,85
101/04/25,75
101/04/26,80
101/04/27,84
101/04/28,68
101/04/30,83
101/05/01,74
101/05/02,71
101/05/03,73
101/05/04,64
101/05/05,86
101/05/07,141
101/05/08,178
101/05/09,172
101/05/10,155
101/05/11,114
101/05/12,108
101/05/14,83
101/05/15,74
101/05/16,67
101/05/17,154
101/05/18,127
101/05/19,120
101/05/21,141
101/05/22,127
101/05/23,117
101/05/24,135
101/05/25,165
101/05/26,107
101/05/28,107
101/05/29,104
101/05/30,135
101/05/31,189
101/06/01,161
101/06/02,161
101/06/04,160
101/06/05,188
101/06/06,168
101/06/07,198
101/06/08,194
101/06/09,153
101/06/11,159
101/06/12,162
101/06/13,170
101/06/14,147
101/06/15,143
101/06/16,127
101/06/18,145
101/06/19,154
101/06/20,138
101/06/21,153
101/06/22,127
101/06/23,121
101/06/25,138
101/06/26,156
101/06/27,194
101/06/28,168
101/06/29,147
101/06/30,139
101/07/02,153
101/07/03,148
101/07/04,124
101/07/05,121
101/07/06,102
101/07/07,147
101/07/10,138
101/07/11,110
101/07/12,98
101/07/13,86
101/07/14,105
101/07/16,116
101/07/17,79
101/07/18,109
101/07/19,115
101/07/20,122
101/07/21,105
101/07/24,102
101/07/25,102
101/07/26,79
101/07/27,80
101/07/28,99
101/07/30,132
101/07/31,148
101/08/01,143
101/08/02,122
101/08/03,153
101/08/04,154
101/08/07,161
101/08/08,171
101/08/09,177
101/08/10,173
101/08/11,182
101/08/13,188
101/08/14,192
101/08/15,171
101/08/16,155
101/08/17,148
101/08/18,154
101/08/21,159
101/08/22,136
101/08/23,102
101/08/24,103
101/08/25,103
101/08/27,132
101/08/28,139
101/08/29,140
101/08/30,123
101/08/31,175
101/09/01,281
101/09/04,247
101/09/05,195
101/09/06,173
101/09/07,174
101/09/08,170
101/09/10,172
101/09/11,159
101/09/12,160
101/09/13,157
101/09/14,153
101/09/15,170
101/09/18,180
101/09/19,180
101/09/20,172
101/09/21,160
101/09/22,139
101/09/24,129
101/09/25,124
101/09/26,140
101/09/27,171
101/09/28,162
101/09/29,144
101/10/02,137
101/10/03,158
101/10/04,152
101/10/05,190
101/10/06,161
101/10/08,153
101/10/09,168
101/10/10,145
101/10/11,154
101/10/12,159
101/10/13,141
101/10/15,152
101/10/16,179
101/10/17,158
101/10/18,152
101/10/19,154
101/10/20,154
101/10/22,188
101/10/23,202
101/10/24,246
101/10/25,229
101/10/26,236
101/10/27,239
101/10/29,244
101/10/30,243
101/10/31,202
101/11/01,171
101/11/02,143
101/11/03,161
101/11/05,162
101/11/06,128
101/11/07,128
101/11/08,137
101/11/09,134
101/11/10,137
101/11/12,110
101/11/13,105
101/11/14,128
101/11/15,128
101/11/16,112
101/11/17,84
101/11/19,96
101/11/20,79
101/11/21,135
101/11/22,119
101/11/23,175
101/11/24,133
101/11/26,126
101/11/27,125
101/11/28,106
101/11/29,135
101/11/30,152
101/12/01,131
101/12/03,151
101/12/04,145
101/12/05,163
101/12/06,138
101/12/07,156
101/12/08,102
101/12/10,133
101/12/11,117
101/12/12,151
101/12/13,121
101/12/14,112
101/12/15,125
101/12/17,147
101/12/18,143
101/12/19,96
101/12/20,91
101/12/21,104
101/12/22,96
101/12/24,107
101/12/25,78
101/12/26,76
101/12/27,93
101/12/28,125
101/12/29,117
101/12/31,118
102/01/01,105
102/01/02,107
102/01/03,101
102/01/04,111
102/01/05,76
102/01/07,89
102/01/08,65
102/01/09,75
102/01/10,60
102/01/11,67
102/01/12,85
102/01/14,84
102/01/15,98
102/01/16,87
102/01/17,81
102/01/18,78
102/01/19,84
102/01/21,99
102/01/22,114
102/01/23,91
102/01/24,86
102/01/25,95
102/01/26,90
102/01/28,101
102/01/29,106
102/01/30,92
102/01/31,94
102/02/01,86
102/02/02,110
102/02/03,121
102/02/04,125
102/02/05,143
102/02/06,147
102/02/07,121
102/02/08,150
102/02/09,105
102/02/15,168
102/02/16,176
102/02/17,154
102/02/18,139
102/02/20,142
102/02/21,169
102/02/22,157
102/02/23,161
102/02/24,171
102/02/27,206
102/02/28,230
102/03/01,245
102/03/02,198
102/03/04,267
102/03/05,240
102/03/06,264
102/03/07,240
102/03/08,247
102/03/09,245
102/03/11,186
102/03/12,155
102/03/13,111
102/03/14,170
102/03/15,164
102/03/16,169
102/03/18,126
102/03/19,72
102/03/20,82
102/03/21,89
102/03/22,108
102/03/23,105
102/03/25,97
102/03/26,103
102/03/27,80
102/03/28,83
102/03/29,102
102/03/30,80
102/04/01,89
102/04/02,101
102/04/03,93
102/04/04,105
102/04/05,110
102/04/06,91
102/04/08,99
102/04/09,108
102/04/10,115
102/04/11,115
102/04/12,172
102/04/13,161
102/04/15,174
102/04/16,154
102/04/17,125
102/04/18,120
102/04/19,117
102/04/20,125
102/04/22,132
102/04/23,147
102/04/24,149
102/04/25,180
102/04/26,162
102/04/27,190
102/04/29,206
102/04/30,188
102/05/01,170
102/05/02,158
102/05/03,174
102/05/04,166
102/05/06,189
102/05/07,188
102/05/08,170
102/05/09,173
102/05/10,161
102/05/11,158
102/05/14,208
102/05/15,201
102/05/16,155
102/05/17,129
102/05/18,124
102/05/20,149
102/05/21,137
102/05/22,139
102/05/23,142
102/05/24,131
102/05/25,92
102/05/27,118
102/05/28,185
102/05/29,138
102/05/30,136
102/05/31,176
102/06/01,146
102/06/03,77
102/06/04,96
102/06/05,141
102/06/06,155
102/06/07,174
102/06/08,177
102/06/10,174
102/06/11,178
102/06/12,144
102/06/14,129
102/06/15,159
102/06/17,134
102/06/18,95
102/06/19,105
102/06/20,110
102/06/21,138
102/06/22,143
102/06/24,154
102/06/25,141
102/06/26,117
102/06/27,119
102/06/28,95
102/06/29,75
102/07/02,65
102/07/03,71
102/07/04,90
102/07/05,79
102/07/06,70
102/07/07,67
102/07/09,119
102/07/10,94
102/07/11,110
102/07/12,100
102/07/13,105
102/07/16,132
102/07/17,195
102/07/18,204
102/07/19,160
102/07/20,156
102/07/21,174
102/07/23,163
102/07/24,196
102/07/25,177
102/07/26,193
102/07/27,165
102/07/29,146
102/07/30,142
102/07/31,179
102/08/01,169
102/08/02,178
102/08/03,162
102/08/05,150
102/08/06,108
102/08/07,116
102/08/08,138
102/08/09,123
102/08/10,114
102/08/12,86
102/08/13,76
102/08/14,68
102/08/15,67
102/08/16,68
102/08/17,75
102/08/19,85
102/08/20,110
102/08/21,95
102/08/23,178
102/08/24,178
102/08/27,144
102/08/28,124
102/08/29,111
102/08/30,120
102/08/31,141
102/09/02,151
102/09/03,186
102/09/04,243
102/09/05,233
102/09/06,264
102/09/07,272
102/09/10,222
102/09/11,217
102/09/12,223
102/09/13,197
102/09/14,197
102/09/16,208
102/09/17,193
102/09/18,174
102/09/19,189
102/09/20,232
102/09/21,188
102/09/23,226
102/09/24,218
102/09/25,200
102/09/26,167
102/09/27,186
102/09/28,169
102/09/30,192
102/10/01,169
102/10/02,173
102/10/03,176
102/10/04,159
102/10/05,174
102/10/07,165
102/10/08,178
102/10/09,174
102/10/10,175
102/10/11,208
102/10/12,192
102/10/14,221
102/10/15,218
102/10/16,211
102/10/17,197
102/10/18,173
102/10/19,183
102/10/21,169
102/10/22,189
102/10/23,160
102/10/24,158
102/10/25,177
102/10/26,181
102/10/28,159
102/10/29,141
102/10/30,174
102/10/31,172
102/11/01,163
102/11/02,138
102/11/04,134
102/11/05,112
102/11/06,113
102/11/07,129
102/11/08,107
102/11/09,81
102/11/11,72
102/11/12,73
102/11/13,97
102/11/14,64
102/11/15,69
102/11/16,81
102/11/18,151
102/11/19,135
102/11/20,192
102/11/21,159
102/11/22,170
102/11/23,133
102/11/25,141
102/11/26,225
102/11/27,167
102/11/28,214
102/11/29,165
102/11/30,142
102/12/02,153
102/12/03,191
102/12/04,229
102/12/05,221
102/12/06,195
102/12/07,195
102/12/09,185
102/12/10,168
102/12/11,197
102/12/12,143
102/12/13,175
102/12/14,170
102/12/16,148
102/12/17,119
102/12/18,154
102/12/19,126
102/12/20,147
102/12/21,151
102/12/23,190
102/12/24,140
102/12/25,154
102/12/26,150
102/12/27,190
102/12/28,169
102/12/30,208
102/12/31,202
103/01/01,219
103/01/02,210
103/01/03,183
103/01/04,163
103/01/06,130
103/01/07,128
103/01/08,151
103/01/09,146
103/01/10,162
103/01/11,182
103/01/13,169
103/01/14,152
103/01/15,123
103/01/16,148
103/01/17,156
103/01/18,149
103/01/20,146
103/01/21,158
103/01/22,165
103/01/23,148
103/01/24,196
103/01/25,220
103/01/26,296
103/01/27,243
103/01/28,207
103/01/29,131
103/01/30,80
103/02/05,107
103/02/06,137
103/02/07,100
103/02/08,79
103/02/10,85
103/02/11,67
103/02/12,72
103/02/13,83
103/02/14,96
103/02/17,152
103/02/18,130
103/02/19,122
103/02/20,104
103/02/21,116
103/02/22,134
103/02/24,124
103/02/25,126
103/02/26,126
103/02/27,133
103/02/28,139
103/03/01,122
103/03/02,82
103/03/04,93
103/03/05,113
103/03/06,140
103/03/07,88
103/03/08,94
103/03/11,122
103/03/12,131
103/03/13,123
103/03/14,135
103/03/15,120
103/03/17,137
103/03/18,140
103/03/19,141
103/03/20,137
103/03/21,122
103/03/22,119
103/03/24,104
103/03/25,82
103/03/26,75
103/03/27,73
103/03/28,49
103/03/29,57.6
103/03/30,53.6
103/04/01,57.9
103/04/02,69.4
103/04/03,42.9
103/04/04,48
103/04/05,41
103/04/07,36.8
103/04/08,62.1
103/04/09,104
103/04/10,144.4
103/04/11,125
103/04/12,128
103/04/13,92.4
103/04/15,118.3
103/04/16,103.2
103/04/17,101.9
103/04/18,83
103/04/19,70.6
103/04/21,61.2
103/04/22,70.4
103/04/23,76.2
103/04/24,68.1
103/04/25,145.5
103/04/26,120
103/04/28,104.3
103/04/29,175.4
103/04/30,174.8
103/05/01,145
103/05/02,161.2
103/05/03,125
103/05/05,133.3
103/05/06,112.2
103/05/07,85
103/05/08,110.6
103/05/09,117.8
103/05/10,115.9
103/05/11,101.2
103/05/12,80.4
103/05/13,95
103/05/15,138.5
103/05/16,149.7
103/05/17,83.9
103/05/19,73.9
103/05/20,91.5
103/05/21,107.8
103/05/22,72.5
103/05/23,111.9
103/05/24,104.4
103/05/26,93.9
103/05/27,109
103/05/28,94.4
103/05/29,96.2
103/05/30,105.4
103/05/31,111.3
103/06/01,109.2
103/06/02,111.3
103/06/04,111.5
103/06/05,112.3
103/06/06,114.9
103/06/07,122.5
103/06/09,133.9
103/06/10,143.3
103/06/11,142.1
103/06/12,144.5
103/06/13,112.3
103/06/14,124.7
103/06/16,132.4
103/06/17,113.9
103/06/18,98.7
103/06/19,112.5
103/06/20,134
103/06/21,103.7
103/06/23,93.7
103/06/24,82.2
103/06/25,82.1
103/06/26,115.3
103/06/27,118.1
103/06/28,105.9
103/06/30,95.2
103/07/01,118.6
103/07/02,108
103/07/03,119
103/07/04,102.1
103/07/05,81.2
103/07/07,67.5
103/07/08,116.9
103/07/09,99.3
103/07/10,112.2
103/07/11,109
103/07/12,114.8
103/07/14,135.6
103/07/15,141.6
103/07/17,192.6
103/07/18,192.5
103/07/19,159.9
103/07/21,162.5
103/07/22,155.4
103/07/23,116.5
103/07/24,114.3
103/07/25,105.1
103/07/26,98.8
103/07/28,118.3
103/07/29,138.6
103/07/31,157.8
103/08/01,147.6
103/08/02,139.5
103/08/04,143.2
103/08/05,144.2
103/08/06,145.6
103/08/07,157.9
103/08/08,148.1
103/08/09,156.7
103/08/10,155
103/08/13,154
103/08/14,150.6
103/08/15,166.3
103/08/16,163.3
103/08/18,150
103/08/19,144.6
103/08/20,135.3
103/08/21,160.8
103/08/22,172.7
103/08/23,204.9
103/08/24,145.7
103/08/27,173.8
103/08/28,200
103/08/29,224.5
103/08/30,176.1
103/09/01,186.7
103/09/02,169.5
103/09/03,157.4
103/09/04,158.7
103/09/05,178.3
103/09/06,183.1
103/09/07,187.3
103/09/10,164.8
103/09/11,172.2
103/09/12,184.2
103/09/13,167.8
103/09/15,157.4
103/09/16,133.1
103/09/18,160.4
103/09/19,166.2
103/09/20,162
103/09/22,210.2
103/09/23,172.7
103/09/24,161.4
103/09/25,172.9
103/09/26,176
103/09/27,196.9
103/09/29,211.1
103/09/30,150.3
103/10/01,176.4
103/10/02,177.5
103/10/03,168.6
103/10/04,156.3
103/10/06,228
103/10/07,191.2
103/10/08,206.7
103/10/09,208.3
103/10/10,195.7
103/10/11,215.7
103/10/13,209.2
103/10/14,190.7
103/10/15,201.3
103/10/16,241.3
103/10/17,240.3
103/10/18,187
103/10/20,209.1
103/10/21,199.9
103/10/22,173.2
103/10/23,161.3
103/10/24,149.1
103/10/25,153.1
103/10/27,151.9
103/10/28,133.8
103/10/29,147.3
103/10/30,108.4
103/10/31,116.9
103/11/01,107
103/11/03,148.7
103/11/04,152.7
103/11/05,176.6
103/11/06,140.4
103/11/07,170.6
103/11/08,171
103/11/10,183.3
103/11/11,180.2
103/11/12,149.1
103/11/13,177.7
103/11/14,154.9
103/11/15,187.7
103/11/17,144.1
103/11/18,125.7
103/11/19,137.9
103/11/20,127.2
103/11/21,114.3
103/11/22,108.8
103/11/24,144
103/11/25,116.1
103/11/26,145.4
103/11/27,141.4
103/11/28,117.4
103/11/29,101.1
103/12/01,118.2
103/12/02,169.4
103/12/03,156.1
103/12/04,193
103/12/05,173.9
103/12/06,166
103/12/08,199.4
103/12/09,157.3
103/12/10,189.9
103/12/11,168.8
103/12/12,177.3
103/12/13,168.1
103/12/15,166.5
103/12/16,181.9
103/12/17,173.9
103/12/18,136.9
103/12/19,200.3
103/12/20,155.2
103/12/21,136.3
103/12/23,174.8
103/12/24,201.1
103/12/25,160.4
103/12/26,158
103/12/27,136.4
103/12/29,148.9
103/12/30,123
103/12/31,150.6
104/01/01,160.2
104/01/02,162.2
104/01/03,201.6
104/01/04,153.9
104/01/06,200.9
104/01/07,159.8
104/01/08,137.8
104/01/09,169.5
104/01/10,120.5
104/01/12,134.4
104/01/13,124.6
104/01/14,99.7
104/01/15,133.9
104/01/16,100.2
104/01/17,95.6
104/01/19,90.3
104/01/20,94
104/01/21,107.7
104/01/22,83
104/01/23,104.8
104/01/24,94.9
104/01/26,86.5
104/01/27,89.9
104/01/28,77.4
104/01/29,77.5
104/01/30,53.4
104/01/31,48.2
104/02/02,43.7
104/02/03,38.2
104/02/04,54.2
104/02/05,81.5
104/02/06,75.8
104/02/07,140.8
104/02/09,141.9
104/02/10,115.7
104/02/11,149.4
104/02/12,154
104/02/13,136.1
104/02/14,128.2
104/02/15,174.7
104/02/16,128.9
104/02/17,130.6
104/02/18,75.8
104/02/24,74.6
104/02/25,79
104/02/26,82.3
104/02/27,72.6
104/02/28,95
104/03/02,108.3
104/03/03,83.1
104/03/04,90.3
104/03/06,89.2
104/03/07,89
104/03/09,70.5
104/03/10,85.4
104/03/11,106.8
104/03/12,93.7
104/03/13,123.9
104/03/14,93.5
104/03/16,90.2
104/03/17,85.2
104/03/18,92.4
104/03/19,75.5
104/03/20,70
104/03/21,59
104/03/23,65.3
104/03/24,56.2
104/03/25,114.5
104/03/26,110.5
104/03/27,101.9
104/03/28,88.4
104/03/30,87
104/03/31,111.3
104/04/01,94.8
104/04/02,90.3
104/04/03,72.2
104/04/04,52.6
104/04/06,62.1
104/04/07,63.9
104/04/08,100.6
104/04/09,61
104/04/10,84.2
104/04/11,83.5
104/04/13,129.8
104/04/14,135.7
104/04/15,164.1
104/04/16,142.7
104/04/17,113.3
104/04/18,86.7
104/04/20,79.4
104/04/21,75.5
104/04/22,141.8
104/04/23,105.6
104/04/24,98.4
104/04/25,61.4
104/04/27,63.7
104/04/28,102.1
104/04/29,80.1
104/04/30,84.8
104/05/01,112.5
104/05/02,114.9
104/05/04,109.6
104/05/05,140.7
104/05/06,163.2
104/05/07,203.2
104/05/08,157.8
104/05/09,155
104/05/10,110.9
104/05/12,124.8
104/05/13,150.9
104/05/14,169.8
104/05/15,163.7
104/05/16,152
104/05/17,173.3
104/05/19,125.9
104/05/20,139
104/05/21,112.8
104/05/22,124.4
104/05/23,114.3
104/05/25,111.1
104/05/26,86.6
104/05/27,79.8
104/05/28,89.1
104/05/29,92.8
104/05/30,120.7
104/05/31,116.4
104/06/02,103.6
104/06/03,85.9
104/06/04,74.8
104/06/05,93.4
104/06/06,86.6
104/06/08,83.4
104/06/09,63.6
104/06/10,90.6
104/06/11,124
104/06/12,128.3
104/06/13,160.6
104/06/15,167.2
104/06/16,156.7
104/06/17,128.8
104/06/18,110.5
104/06/19,92
104/06/20,84.3
104/06/22,91.2
104/06/23,81.8
104/06/24,144.6
104/06/25,140.4
104/06/26,124.5
104/06/27,116.8
104/06/29,219.6
104/06/30,163.9
104/07/01,123.5
104/07/02,142.6
104/07/03,137.3
104/07/04,153.1
104/07/06,158.3
104/07/07,142.3
104/07/09,115
104/07/10,114.3
104/07/11,95.2
104/07/13,102.7
104/07/14,87.7
104/07/15,105
104/07/16,120.5
104/07/17,127.5
104/07/18,131
104/07/21,106.8
104/07/22,105.9
104/07/23,102.9
104/07/24,108.4
104/07/25,124.2
104/07/27,125.7
104/07/28,127.8
104/07/29,135.5
104/07/30,131.1
104/07/31,160.6
104/08/01,199.5
104/08/03,225.1
104/08/04,263.2
104/08/05,265.4
104/08/06,289.7
104/08/07,266.5
104/08/08,223.6
104/08/10,243.1
104/08/11,213.6
104/08/12,168.1
104/08/13,169.5
104/08/14,176.7
104/08/15,161.3
104/08/17,173.2
104/08/18,130
104/08/19,130.9
104/08/20,121.5
104/08/21,144.5
104/08/22,165.8
104/08/24,134.9
104/08/25,121.9
104/08/26,128.4
104/08/27,146.1
104/08/28,162.1
104/08/31,173
104/09/01,160.2
104/09/02,152.9
104/09/03,165.9
104/09/04,141.9
104/09/05,123.6
104/09/07,106.7
104/09/08,92.2
104/09/09,116.1
104/09/10,136.2
104/09/11,140.7
104/09/12,120.7
104/09/14,160.1
104/09/15,188.8
104/09/17,182
104/09/18,151.8
104/09/19,141.1
104/09/21,160.9
104/09/22,154.5
104/09/23,163.4
104/09/24,177.1
104/09/25,194
104/09/26,193.8
104/09/29,210.3
104/09/30,158.9
104/10/01,186.8
104/10/02,190.9
104/10/03,168.2
104/10/05,143.9
104/10/06,137.9
104/10/07,134.4
104/10/08,112.9
104/10/09,115.2
104/10/10,102.7
104/10/12,126.2
104/10/13,105.5
104/10/14,103.4
104/10/15,110.4
104/10/16,112.4
104/10/17,117.7
104/10/19,131.1
104/10/20,126.6
104/10/22,119.1
104/10/23,107
104/10/24,103.8
104/10/26,113.9
104/10/27,112.5
104/10/28,91.4
104/10/29,87.6
104/10/30,84.3
104/10/31,90.5
104/11/02,88.8
104/11/03,95.3
